Date,SP500_TR,CAC40_TR,WGBI_TR
2018-06-01,5344.990234375,14129.432606819686,56273.78931996685
2018-07-01,5324.64990234375,13728.494908735727,55870.87066345661
2018-08-01,5559.580078125,14398.580690831372,56118.52231913802
2018-09-01,5722.31982421875,14087.192984500052,55611.17140940127
2018-10-01,5787.81005859375,14352.585328508318,56443.30425859415
2018-11-01,5381.2001953125,13267.604841048096,56732.50582152584
2018-12-01,5539.1201171875,13369.916379072305,57537.66231203378
2019-01-01,4924.81005859375,12171.646036654802,58082.71500177606
2019-02-01,5380.81005859375,13128.253936093606,58000.078935943486
2019-03-01,5584.18994140625,13817.29773735771,59578.32418991989
2019-04-01,5692.9501953125,14180.269586229379,59380.0272329005
2019-05-01,5906.8701171875,14752.188095132176,60775.37790582941
2019-06-01,5518.27001953125,13888.467516096265,60828.56099775033
2019-07-01,5953.6298828125,15057.32951769123,61919.011721987605
2019-08-01,5993.64013671875,14844.517533730848,64335.51722776966
2019-09-01,5863.47021484375,14797.984213953723,64113.41121679757
2019-10-01,6022.89013671875,15392.96515815604,62957.9370091171
2019-11-01,6165.85986328125,15536.948474520585,62960.01894462645
2019-12-01,6367.58984375,15987.995913233734,61961.78513636183
2020-01-01,6582.5498046875,16285.028125281424,63812.418597308286
2020-02-01,6571.68017578125,15784.10007596582,65072.61120101038
2020-03-01,6052.68994140625,14683.35942753634,64902.5437107787
2020-04-01,5092.85009765625,11579.26522014716,65781.19943166121
2020-05-01,5856.8701171875,12046.023008954191,64849.21261396377
2020-06-01,6216.7998046875,13082.64709859849,64648.02462801437
2020-07-01,6363.41015625,13575.226845200923,63616.73639341674
2020-08-01,6745.169921875,13239.232566433398,62601.41295338832
2020-09-01,7206.89990234375,13728.734000937535,63721.0995776927
2020-10-01,6966.6298828125,13414.28790685807,64020.99696096618
2020-11-01,6788.9599609375,12763.648290509576,63287.1886963729
2020-12-01,7522.2998046875,15336.160835876191,62703.8718080278
2021-01-01,7777.41015625,15571.686579008452,62333.9582428859
2021-02-01,7716.0400390625,15095.245556028147,60893.38714133481
2021-03-01,7957.9599609375,16009.205383969227,61584.0792209105
2021-04-01,8279.75,16887.072251612186,60806.55727990244
2021-05-01,8700.6201171875,17498.540595564267,60462.197943085404
2021-06-01,8764.830078125,18223.37849187423,61613.680310035175
2021-07-01,8950.1103515625,18499.07172491045,62637.87799374884
2021-08-01,9179.400390625,18808.696126253424,62552.0348352873
2021-09-01,9446.98046875,19030.43421908135,62285.62503316524
2021-10-01,9014.98046875,18180.48136599962,62126.76585486283
2021-11-01,9636.0595703125,19452.282522648544,63858.429568656175
2021-12-01,9634.1103515625,19200.60809371908,62782.92333045974
2022-01-01,10011.8095703125,20426.842261573198,62328.0532609106
2022-02-01,9478.400390625,20018.134066930434,61534.74407236937
2022-03-01,9163.9296875,18866.227687313774,59950.099101228574
2022-04-01,9548.3095703125,18963.09987774682,59503.12265544601
2022-05-01,8693.9296875,18500.78521902341,58525.300011361
2022-06-01,8749.5,18898.375626282046,58055.629397249526
2022-07-01,7984.4599609375,17100.511852602318,60601.32306197136
2022-08-01,8690.259765625,18787.905066871095,58703.89324907987
2022-09-01,8336.9296875,17683.90678719196,57148.84936706372
2022-10-01,7655.14013671875,16624.409543574577,56372.31412902648
2022-11-01,8279.9404296875,18469.33463231042,56591.36218854905
